title,author,downloads
"Plato and the Other Companions of Sokrates, 3rd ed. Volume 1",George Grote,2268
"Tales of the Sun; or, Folklore of Southern India",Lucas Cleeve and Pandit Natesa Sastri,2267
The Last Man,Mary Wollstonecraft Shelley,2267
史記 (Chinese),Qian Sima,2266
Louisa May Alcott ,Louisa May Alcott,2266
Inventions in the Century,William Henry Doolittle,2264
Garden Cities of To-Morrow,Sir Ebenezer Howard,2264
Browning's Shorter Poems,Robert Browning,2263
The Great Illusion,Norman Angell,2262
Kwaidan,Lafcadio Hearn,2261
Autobiography of Andrew Carnegie,Andrew Carnegie,2260
"The Works of Aphra Behn, Volume I",Aphra Behn,2260
Aeschylus' Prometheus Bound and the Seven Against Thebes,Aeschylus,2259
The Philippine Islands,F.R.G.S. John Foreman,2259
"The Life of Sir James Fitzjames Stephen, Bart., K.C.S.I.",Leslie Stephen,2257
"The Philippine Islands, 1493-1898, Volume 51, 1801-1840",Unknown,2257
The Kipling Reader,Rudyard Kipling,2254
True Version of the Philippine Revolution,Emilio Aguinaldo,2253
Ben-Hur,Lew Wallace,2252
The Secret of Chimneys,Agatha Christie,2251
Märchen der Gebrüder Grimm 2 (German),Jacob Grimm and Wilhelm Grimm,2251
History of circumcision from the earliest times to the present ,P. C. Remondino,2251
"The Popular Religion and Folk-Lore of Northern India, Vol. 1 (of 2)",William Crooke,2250
"Beethoven's Letters 1790-1826, Volume 1",Ludwig van Beethoven,2249
Fantasia of the Unconscious,D. H. Lawrence,2249
The Dance of Life,Havelock Ellis,2249
Rousseau and Romanticism,Irving Babbitt,2248
The Love Letters of Henry VIII to Anne Boleyn; With Notes,King of England Henry VIII,2244
"Adventures of Huckleberry Finn, Chapters 01 to 05",Mark Twain,2240
"The Bondage and Travels of Johann Schiltberger, a Native of Bavaria, in Europe, Asia, and Africa, 1396-1427",Johannes Schiltberger,2239
Les apôtres (French),Ernest Renan,2239
Lost Face,Jack London,2238
The land of the Hittites ,John Garstang,2238
Memoirs of the Author of a Vindication of the Rights of Woman,William Godwin,2237
L'île mystérieuse (French),Jules Verne,2237
"The Principles of Chemistry, Volume I",Dmitry Ivanovich Mendeleyev,2237
The Supernatural in Modern English Fiction,Dorothy Scarborough,2236
"The Native Races [of the Pacific states], Volume 5, Primitive History",Hubert Howe Bancroft,2232
"The Descent of Man, and Selection in Relation to Sex",Charles Darwin,2232
Facundo (Spanish),Domingo Faustino Sarmiento,2232
Horton Genealogy,Geo. F. Horton,2230
Names,Leopold Wagner,2229
The watchmakers' hand book ,Claudius Saunier,2228
Parish Priests and Their People in the Middle Ages in England,Edward Lewes Cutts,2228
An Englishman in Paris,Albert D. Vandam,2228
Doña Perfecta (Spanish),Benito Pérez Galdós,2226
Letters of Anton Chekhov to His Family and Friends,Anton Pavlovich Chekhov,2226
Original Short Stories — Volume 04,Guy de Maupassant,2226
The Skylark of Space,E. E. Smith and Lee Hawkins Garby,2225
Little Wars; a game for boys from twelve years of age to one hundred and fifty and for that more intelligent sort of girl who likes boys' games and books.,H. G. Wells,2225
The Playboy of the Western World,J. M. Synge,2224
The Bruce,John Barbour,2224
Lucian's True History,of Samosata Lucian,2222
The hero of the Filipinos ,Charles Edward Russell and Eulogio Balan Rodriguez,2221
"The Life of St. Teresa of Jesus, of the Order of Our Lady of Carmel",Saint of Avila Teresa,2220
Relativity ,Albert Einstein,2219
Letters of a Javanese Princess,Raden Adjeng Kartini,2217
L. Annaeus Seneca on Benefits,Lucius Annaeus Seneca,2213
Aus dem Leben eines Taugenichts,Freiherr von Joseph Eichendorff,2213
British Socialism,J. Ellis Barker,2212
Othello,William Shakespeare,2210
"History of Woman Suffrage, Volume I",Unknown,2210
The man who saved New York,Ray Cummings,2210
喻世明言 (Chinese),Menglong Feng,2209
"The Poems of John Donne, Volume 1 (of 2)",John Donne,2208
The Jewish religion,M. Friedländer,2208
Poems of James Russell Lowell,James Russell Lowell,2208
Micrographia,Robert Hooke,2208
El crimen y el castigo (Spanish),Fyodor Dostoyevsky,2208
Vie de Jeanne d'Arc. Vol. 2 de 2 (French),Anatole France,2207
Novelas Cortas (Spanish),Pedro Antonio de Alarcón,2206
The First Blast of the Trumpet against the monstrous regiment of Women,John Knox,2206
Anarchism and Other Essays,Emma Goldman,2205
Ancient Monuments of the Mississippi Valley,E. G. Squier and E. H. Davis,2202
The Damned Thing,Ambrose Bierce,2202
"Plattdeutsche Briefe, Erzählungen und Gedichte (German)",F. W. Lyra,2201
Three Contributions to the Theory of Sex,Sigmund Freud,2200
Mabini's Decalogue for Filipinos,Apolinario Mabini,2200
The 2003 CIA World Factbook,United States. Central Intelligence Agency,2199
The Little Red Hen,Unknown,2196
The Origin of Tyranny,P. N. Ure,2196
"Letters of Samuel Taylor Coleridge, Vol. 2 (of 2)",Samuel Taylor Coleridge,2196
"De Koran (Dutch)",Unknown,2195
The Princess,Baron Alfred Tennyson Tennyson,2195
Poems,Wilfred Owen,2195
"The History of Mary Prince, a West Indian Slave",Mary Prince,2195
"Jane Austen, Her Life and Letters",William Austen-Leigh and Richard Arthur Austen-Leigh,2193
Mr. Britling Sees It Through,H. G. Wells,2193
Histories of two hundred and fifty-one divisions of the German army which participated in the war (1914-1918),United States. War Department. General Staff,2193
隋唐演義 (Chinese),active 1675-1695 Renhu Chu,2192
The Swiss Family Robinson,Johann David Wyss,2192
The French Revolution - Volume 3,Hippolyte Taine,2191
Black is White,George Barr McCutcheon,2188
The Gutenberg Webster's Unabridged Dictionary,Project Gutenberg and Noah Webster,2187
"The ceramic art of Great Britain from pre-historic times down to the present day, Volume 2 (of 2) ",Llewellynn Frederick William Jewitt,2186
Struggles and Triumphs,P. T. Barnum,2186
Sylvie and Bruno,Lewis Carroll,2186
Social Origins and Primal Law,Andrew Lang and J. J. Atkinson,2186
Entretiens / Interviews / Entrevistas (Spanish) (French),Marie Lebert,2185
"Encyclopaedia Britannica, 11th Edition, ""Bulgaria"" to ""Calgary""",Various,2185
"Encyclopaedia Britannica, 11th Edition, ""Borgia, Lucrezia"" to ""Bradford, John""",Various,2185
Lives of Boulton and Watt. Principally from the Original Soho Mss.,Samuel Smiles,2183
Tyburn Tree,Alfred Marks,2183
Latin for Beginners,Benjamin L. D'Ooge,2182
Dictionnaire érotique moderne (French),Alfred Delvau,2182
The Works of Horace,Horace,2182
"Looking Backward, 2000 to 1887",Edward Bellamy,2180
La Divina Comèdia,Dante Alighieri,2180
Introduction to the History of Religions,Crawford Howell Toy,2178
"The Case of Wagner, Nietzsche Contra Wagner, and Selected Aphorisms.",Friedrich Wilhelm Nietzsche,2177
"Argentina, Legend and History (Spanish)","Vicente Blasco Ibáñez, Carlos O. Bunge, Lucio Vicente López, Domingo Faustino Sarmiento, Bartolomé Mitre, Vicente López y Planes, Vicente Fidel López, Juana Manuela Gorriti, Pedro Lacasa, Marcos Sastre, Juan María Gutiérrez, Pedro Goyena, and Luis María Drago",2175
"Life in the Iron-Mills; Or, The Korl Woman",Rebecca Harding Davis,2174
"The Belief in Immortality and the Worship of the Dead, Volume 2 (of 3)",James George Frazer,2173
King Lear,William Shakespeare,2173
The Idea of a University Defined and Illustrated,John Henry Newman,2173
The Campaign of 1776 around New York and Brooklyn,Henry Phelps Johnston,2171
Le cycle mythologique irlandais et la mythologie celtique (French),H. d' Arbois de Jubainville,2171
Kościuszko,Monica M. Gardner,2170
The Marvelous Land of Oz,L. Frank Baum,2169
Plymouth memories of an octogenarian,William T. Davis,2168
The Man in the Iron Mask,Alexandre Dumas,2167
"Obras Completas de Luis de Camões, Tomo II (Portuguese)",Luís de Camões,2167
The Crimson Fairy Book,Andrew Lang,2167
"The Journal of Negro History, Volume 5, 1920",Various,2166
"The Ingoldsby Legends; or, Mirth and Marvels",Thomas Ingoldsby,2165
An Essay on the Development of Christian Doctrine,John Henry Newman,2165
Castes and Tribes of Southern India. Vol. 1 of 7,Edgar Thurston,2164
The orchestra and its instruments,Esther Singleton,2163
Letters of John Keats to His Family and Friends,John Keats,2161
"The Divine Comedy by Dante, Illustrated, Purgatory, Complete",Dante Alighieri,2160
閱微草堂筆記 (Chinese),Yun Ji,2159
"""De Bello Gallico"" and Other Commentaries",Julius Caesar,2158
"Town Life in the Fifteenth Century, Volume 1 (of 2)",Alice Stopford Green,2158
The sureness of MacKenzie,Frederick R. Bechdolt,2157
"The Philippine Islands, 1493-1803 — Volume 03 of 55",Unknown,2156
Selected Poems,Robert Frost,2156
"The Invasion of India by Alexander the Great as described by Arrian, Q. Curtius, Diodoros, Plutarch and Justin",John Watson McCrindle,2154
Rilla of Ingleside,L. M. Montgomery,2153
朝花夕拾 (Chinese),Xun Lu,2152
The Big Book of Nursery Rhymes,Unknown,2151
"Waverley; or, 'Tis sixty years since",Walter Scott,2151
The Sovereignty of the Sea,Thomas Wemyss Fulton,2151
"The origin of the family, private property, and the state",Friedrich Engels,2149
"Hans Holbein the Younger, Volume 2 (of 2)",Arthur B. Chamberlain,2148
"Encyclopaedia Britannica, 11th Edition, ""Chitral"" to ""Cincinnati""",Various,2148
"The Tatler, Volume 1",Sir Richard Steele and Joseph Addison,2146
"Plutarch's Lives, Volume 4 (of 4)",Plutarch,2146
"The Oera Linda Book, from a Manuscript of the Thirteenth Century (Western Frisian)",Unknown,2144
"Pamela, or Virtue Rewarded",Samuel Richardson,2142
入れかわった男 (Japanese),E. Phillips Oppenheim,2142
Dictionnaire raisonné de l'architecture française du XIe au XVIe siècle - Tome 5 - (D - E- F) (French),Eugène-Emmanuel Viollet-le-Duc,2142
Arts and crafts of old Japan,Stewart Dick,2142
La pénétration saharienne (1830-1906) (French),Augustin Bernard and Napoléon Lacroix,2141
"The art of music, Vol. 06 (of 14) ",Rossetter G. Cole,2141
The Everlasting Man,G. K. Chesterton,2140
The Great Controversy Between Christ and Satan,Ellen Gould Harmon White,2140
The Four Million,O. Henry,2140
Daniel Deronda,George Eliot,2140
The ruined cities of Mashonaland,J. Theodore Bent,2139
Au Pays des Moines (Noli me Tangere) (French),José Rizal,2137
William of Malmesbury's Chronicle of the Kings of England,of Malmesbury William,2137
The Box-Car Children,Gertrude Chandler Warner,2134
Demian,Hermann Hesse,2133
The Virginian,Owen Wister,2132
Letters of Felix Mendelssohn-Bartholdy from 1833 to 1847,Felix Mendelssohn-Bartholdy,2132
"Max Havelaar;  or, the coffee auctions of the Dutch trading company",Multatuli,2131
A Book of Myths,Jean Lang,2131
"Galicia, the Switzerland of Spain",Annette M. B. Meakin,2130
"South Africa and the Boer-British War, Volume I",Murat Halstead and J. Castell Hopkins,2130
Index of the Project Gutenberg Works of Nathaniel Hawthorne,Nathaniel Hawthorne,2130
The Girl in the Golden Atom,Ray Cummings,2128
"The History of the Manners and Customs of Ancient Greece, Volume 1 (of 3)",James Augustus St. John,2128
Heroines of the Modern Stage,Forrest Izard,2127
Mrs. Spring Fragrance,Sui Sin Far,2125
Traditions of Edinburgh,Robert Chambers,2125
Venus in Furs,Ritter von Leopold Sacher-Masoch,2124
Il processo di Verre ,Ettore Ciccotti,2124
The Faith of Our Fathers,James Gibbons,2123
The warlord of Mars,Edgar Rice Burroughs,2123
History of Florence and of the Affairs of Italy,Niccolò Machiavelli,2122
Ancient society ,Lewis Henry Morgan,2122
徐霞客遊記 (Chinese),Hongzu Xu,2122
Childhood's Favorites and Fairy Stories,Unknown,2121
"Chroniques de J. Froissart, tome 11/13 ",Jean Froissart,2121
Financial Crime and Corruption,Samuel Vaknin,2121
"The London Mercury, Vol. I, Nos. 1-6, November 1919 to April 1920",Various,2121
The Autocrat of the Breakfast-Table,Oliver Wendell Holmes,2120
The First Printed Translations into English of the Great Foreign Classics,William James Harris,2120
Voyage au Centre de la Terre (French),Jules Verne,2120
The blue book of chess ,Howard Staunton,2117
The Mechanical Properties of Wood,Samuel J. Record,2116
The Indolence of the Filipino,José Rizal,2116
Ptolemy's Tetrabiblos ,Ptolemy,2116
Mary Barton,Elizabeth Cleghorn Gaskell,2115
Plotinos,Plotinus,2114
Toilers of the Sea,Victor Hugo,2114
Hector Berlioz,Herbert F. Peyser,2114
A Handbook of Health,Woods Hutchinson,2113
Pragmatism and idealism,William Caldwell,2113
Helen Vardon's confession,R. Austin Freeman,2113
"The Life of John Marshall, Volume 2",Albert J. Beveridge,2112
The Expositor's Bible,Thomas Charles Edwards,2112
The Tale of Benjamin Bunny,Beatrix Potter,2112
The Willows,Algernon Blackwood,2111
The Power of Mesmerism,Anonymous,2110
Mythology among the Hebrews and Its Historical Development,Ignác Goldziher,2109
The Pilgrim fathers of New England ,W. Carlos Martyn,2109
西湖二集 (Chinese),active 16th century-17th century Qingyuan Zhou,2109
Treatises on Friendship and Old Age,Marcus Tullius Cicero,2108
Korea and her neighbors,Isabella L. Bird,2106
Sophist,Plato,2104
The Renaissance,Walter Pater,2103
"Encyclopaedia Britannica, 11th Edition, ""Baconthorpe"" to ""Bankruptcy""",Various,2103
Blue eyes and diamonds,Lemuel De Bra,2103
"Haririus latinus (Latin)",Hariri,2103
The Legends and Myths of Hawaii,King of Hawaii David Kalakaua,2102
London City,Walter Besant,2102
"The Histories of Polybius, Vol. 2 (of 2)",Polybius,2101
The Planters of Colonial Virginia,Thomas Jefferson Wertenbaker,2100
"Pan Tadeusz; or, The last foray in Lithuania",Adam Mickiewicz,2099
Engelsch woordenboek. Eerste deel,K. ten Bruggencate,2098
First Course in the Theory of Equations,Leonard E. Dickson,2098
Pushing to the Front,Orison Swett Marden,2098
"The Works of Horace, with English Notes (Latin)",Horace,2097
Selections from the Writings of Kierkegaard,Søren Kierkegaard,2097
"The Adventures of Tom Sawyer, Part 1.",Mark Twain,2096
"Maria; Or, The Wrongs of Woman",Mary Wollstonecraft,2096
"Encyclopaedia Britannica, 11th Edition, ""Demijohn"" to ""Destructors""",Various,2095
"Iamblichus' Life of Pythagoras, or Pythagoric Life",Iamblichus,2095
Lays of Ancient Rome,Baron Thomas Babington Macaulay Macaulay,2094
The Ceramic Art,Jennie J. Young,2094
The Martian,George Du Maurier,2093
Selections from the Table Talk of Martin Luther,Martin Luther,2092
The Plants of Michigan,Henry A. Gleason,2092
The Red Lily — Complete,Anatole France,2091
Roma nella memoria e nelle immaginazioni del Medio Evo vol. II (Italian),Arturo Graf,2088
The Story of Man In Yellowstone,Merrill D. Beal,2088
"Ancient Nahuatl Poetry, Containing the Nahuatl Text of XXVII Ancient Mexican Poems (Nahuatl languages)",Daniel G. Brinton,2087
The Life and Letters of Lewis Carroll (Rev. C. L. Dodgson),Stuart Dodgson Collingwood,2087
The Canon of the Bible,Samuel Davidson,2086
"Variétés Historiques et Littéraires (03/10) (French)",Unknown,2086
El libro de las tierras vírgenes (Spanish),Rudyard Kipling,2086
"Strange Stories from a Chinese Studio, Vol. 1 (of 2)",Songling Pu,2086
Round the Corner in Gay Street,Grace S. Richmond,2083
"Little Masterpieces of American Wit and Humor, Volume I",Unknown,2083
The Proverbs of Scotland,Alexander Hislop,2082
"The Philippine Islands, 1493-1898 - Volume 41 of 55, 1691-1700",Unknown,2082
"Narrative and Critical History of America, Vol. 3 (of 8)",Unknown,2081
Anomalies and Curiosities of Medicine,George M. Gould and Walter L. Pyle,2081
The Expedition of the Donner Party and its Tragic Fate,Eliza Poor Donner Houghton,2081
An Introduction to Entomology,William Kirby and William Spence,2080
"A History of Babylon, from the Foundation of the Monarchy to the Persian Conquest",L. W. King,2078
The accomplisht cook,Robert May,2078
A Century of Parody and Imitation,Unknown,2076
"Eminent literary and scientific men of Italy, Spain, and Portugal. Vol. 3 (of 3)",Mary Wollstonecraft Shelley and James Montgomery,2075
"Plant Lore, Legends, and Lyrics",Richard Folkard,2074
Fredericksburg and Its Many Points of Interest,Robert A. Kishpaugh,2074
A history of English literature ,Edward Albert,2073
Virginia under the Stuarts 1607-1688,Thomas Jefferson Wertenbaker,2073
Gösta Berling (Dutch),Selma Lagerlöf,2072
Tartarin de Tarascon (French),Alphonse Daudet,2072
History of Linn County Iowa,Luther Albertus Brewer and Barthinius L. Wick,2071
Sons and Lovers,D. H. Lawrence,2071
The house at Pooh Corner,A. A. Milne,2071
"The Poems of Philip Freneau, Poet of the American Revolution. Volume 3 (of 3)",Philip Morin Freneau,2070
The Hanging Stranger,Philip K. Dick,2070
The Tale of Mrs. Tiggy-Winkle,Beatrix Potter,2068
The United States Constitution,United States,2067
"Jerusalem Explored, Volume 1—Text",Ermete Pierotti,2067
